#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        4995     1.53657     1.64785  0.00211557
        4996     1.53706     1.64783  0.00211527
        4997     1.53752     1.64781  0.00211496
        4998     1.53797     1.64778  0.00211465
        4999     1.53843     1.64776  0.00211434
        5000     1.53891     1.64774  0.00211403
        5001     1.53946     1.64772  0.00211372
        5002     1.54007      1.6477   0.0021134
        5003     1.54078     1.64768  0.00211309
        5004     1.54159     1.64766  0.00211277
        5005     1.54252     1.64763  0.00211246
        5006     1.54357     1.64761  0.00211214
        5007     1.54475     1.64759  0.00211181
        5008     1.54606     1.64757  0.00211149
        5009      1.5475     1.64755  0.00211116
        5010     1.54906     1.64753  0.00211083
        5011     1.55074     1.64751   0.0021105
        5012     1.55252     1.64749  0.00211016
        5013     1.55438     1.64748  0.00210982
        5014     1.55631     1.64746  0.00210948
        5015      1.5583     1.64744  0.00210914
        5016     1.56032     1.64742  0.00210879
        5017     1.56235     1.64741  0.00210844
        5018     1.56438     1.64739  0.00210808
        5019     1.56638     1.64737  0.00210772
        5020     1.56834     1.64736  0.00210736
        5021     1.57024     1.64734    0.002107
        5022     1.57208     1.64733  0.00210663
        5023     1.57384     1.64731  0.00210626
        5024      1.5755      1.6473  0.00210589
        5025     1.57708     1.64728  0.00210552
        5026     1.57856     1.64727  0.00210514
        5027     1.57994     1.64726  0.00210477
        5028     1.58123     1.64724  0.00210439
        5029     1.58243     1.64723  0.00210401
        5030     1.58356     1.64722  0.00210363
        5031     1.58461     1.64721  0.00210325
        5032      1.5856     1.64719  0.00210287
        5033     1.58654     1.64718  0.00210248
        5034     1.58745     1.64717   0.0021021
        5035     1.58833     1.64716  0.00210172
        5036     1.58921     1.64715  0.00210133
        5037     1.59009     1.64714  0.00210094
        5038     1.59099     1.64712  0.00210056
        5039     1.59192     1.64711  0.00210017
        5040      1.5929      1.6471  0.00209978
        5041     1.59393     1.64709  0.00209939
        5042     1.59505     1.64708    0.002099
        5043     1.59624     1.64707   0.0020986
        5044     1.59754     1.64706  0.00209821
        5045     1.59894     1.64705  0.00209782
        5046     1.60046     1.64704  0.00209742
        5047     1.60211     1.64703  0.00209703
        5048     1.60389     1.64703  0.00209663
        5049      1.6058     1.64702  0.00209623
        5050     1.60786     1.64701  0.00209583
        5051     1.61005       1.647  0.00209542
        5052     1.61237       1.647  0.00209502
        5053     1.61482     1.64699  0.00209462
        5054     1.61738     1.64698  0.00209421
        5055     1.62004     1.64698   0.0020938
        5056     1.62278     1.64697  0.00209339
        5057     1.62558     1.64697  0.00209298
        5058      1.6284     1.64697  0.00209257
        5059     1.63123     1.64696  0.00209216
        5060     1.63402     1.64696  0.00209175
        5061     1.63675     1.64696  0.00209134
        5062     1.63939     1.64696  0.00209093
        5063     1.64189     1.64695  0.00209051
        5064     1.64422     1.64695   0.0020901
        5065     1.64636     1.64695  0.00208969
        5066     1.64826     1.64695  0.00208927
        5067      1.6499     1.64696  0.00208886
        5068     1.65126     1.64696  0.00208845
        5069     1.65231     1.64696  0.00208804
        5070     1.65303     1.64696  0.00208763
        5071     1.65342     1.64696  0.00208722
        5072     1.65346     1.64696  0.00208681
        5073     1.65315     1.64696  0.00208639
        5074      1.6525     1.64696  0.00208598
        5075      1.6515     1.64696  0.00208557
        5076     1.65018     1.64696  0.00208516
        5077     1.64853     1.64696  0.00208475
        5078     1.64659     1.64696  0.00208434
        5079     1.64437     1.64696  0.00208393
        5080      1.6419     1.64696  0.00208352
        5081      1.6392     1.64696  0.00208311
        5082     1.63631     1.64696   0.0020827
        5083     1.63326     1.64696  0.00208229
        5084     1.63007     1.64695  0.00208189
        5085     1.62679     1.64695  0.00208148
        5086     1.62344     1.64695  0.00208108
        5087     1.62006     1.64694  0.00208067
        5088     1.61667     1.64693  0.00208027
        5089     1.61331     1.64693  0.00207988
        5090     1.60999     1.64692  0.00207948
        5091     1.60676     1.64691  0.00207909
        5092     1.60362      1.6469   0.0020787
        5093      1.6006     1.64689  0.00207831
        5094     1.59771     1.64688  0.00207792
        5095     1.59497     1.64687  0.00207754
        5096     1.59239     1.64686  0.00207716
        5097     1.58998     1.64685  0.00207678
        5098     1.58773     1.64684  0.00207641
        5099     1.58567     1.64683  0.00207603
        5100     1.58378     1.64682  0.00207566
        5101     1.58208      1.6468   0.0020753
        5102     1.58055     1.64679  0.00207493
        5103     1.57919     1.64678  0.00207456
        5104     1.57799     1.64676   0.0020742
        5105     1.57696     1.64675  0.00207384
        5106     1.57609     1.64674  0.00207348
        5107     1.57538     1.64672  0.00207312
        5108     1.57481     1.64671  0.00207276
        5109     1.57439     1.64669  0.00207241
        5110     1.57411     1.64668  0.00207205
        5111     1.57397     1.64667  0.00207169
        5112     1.57397     1.64665  0.00207134
        5113     1.57411     1.64664  0.00207098
        5114     1.57439     1.64662  0.00207062
        5115     1.57481     1.64661  0.00207027
        5116     1.57538      1.6466  0.00206991
        5117      1.5761     1.64658  0.00206955
        5118     1.57699     1.64657  0.00206919
        5119     1.57804     1.64656  0.00206883
        5120     1.57928     1.64654  0.00206847
        5121      1.5807     1.64653   0.0020681
        5122     1.58233     1.64652  0.00206774
        5123     1.58417      1.6465  0.00206737
        5124     1.58624     1.64649    0.002067
        5125     1.58855     1.64648  0.00206663
        5126      1.5911     1.64647  0.00206625
        5127     1.59393     1.64646  0.00206587
        5128     1.59702     1.64645  0.00206549
        5129     1.60039     1.64644  0.00206511
        5130     1.60404     1.64643  0.00206472
        5131     1.60799     1.64643  0.00206434
        5132     1.61221     1.64642  0.00206394
        5133     1.61672     1.64641  0.00206355
        5134     1.62149     1.64641  0.00206315
        5135     1.62653      1.6464  0.00206276
        5136     1.63181      1.6464  0.00206236
        5137     1.63732      1.6464  0.00206196
        5138     1.64303      1.6464  0.00206155
        5139     1.64892      1.6464  0.00206115
        5140     1.65496      1.6464  0.00206075
        5141     1.66111      1.6464  0.00206035
        5142     1.66735     1.64641  0.00205996
        5143     1.67363     1.64641  0.00205956
        5144     1.67992     1.64642  0.00205917
        5145     1.68619     1.64643  0.00205879
        5146     1.69239     1.64644  0.00205841
        5147      1.6985     1.64645  0.00205803
        5148     1.70449     1.64646  0.00205766
        5149     1.71031     1.64647   0.0020573
        5150     1.71595     1.64648  0.00205695
        5151     1.72137      1.6465   0.0020566
        5152     1.72655     1.64651  0.00205626
        5153     1.73147     1.64653  0.00205592
        5154     1.73611     1.64655   0.0020556
        5155     1.74047     1.64657  0.00205528
        5156     1.74452     1.64659  0.00205497
        5157     1.74826     1.64661  0.00205467
        5158     1.75168     1.64663  0.00205437
        5159     1.75478     1.64665  0.00205408
        5160     1.75755     1.64667  0.00205379
        5161     1.76001     1.64669  0.00205351
        5162     1.76215     1.64671  0.00205324
        5163     1.76398     1.64674  0.00205296
        5164     1.76551     1.64676  0.00205269
        5165     1.76674     1.64678  0.00205243
        5166     1.76769      1.6468  0.00205216
        5167     1.76837     1.64683   0.0020519
        5168     1.76879     1.64685  0.00205164
        5169     1.76897     1.64688  0.00205138
        5170     1.76891      1.6469  0.00205112
        5171     1.76863     1.64692  0.00205086
        5172     1.76815     1.64695  0.00205059
        5173     1.76748     1.64697  0.00205033
        5174     1.76663     1.64699  0.00205007
        5175     1.76561     1.64702   0.0020498
        5176     1.76444     1.64704  0.00204953
        5177     1.76313     1.64706  0.00204925
        5178     1.76168     1.64708  0.00204898
        5179      1.7601      1.6471   0.0020487
        5180      1.7584     1.64713  0.00204841
        5181     1.75659     1.64715  0.00204813
        5182     1.75467     1.64717  0.00204784
        5183     1.75265     1.64719  0.00204754
        5184     1.75053     1.64721  0.00204725
        5185      1.7483     1.64723  0.00204694
        5186     1.74599     1.64725  0.00204664
        5187     1.74359     1.64727  0.00204633
        5188     1.74109     1.64728  0.00204601
        5189      1.7385      1.6473  0.00204569
        5190     1.73582     1.64732  0.00204537
        5191     1.73306     1.64733  0.00204504
        5192     1.73022     1.64735  0.00204471
        5193     1.72729     1.64737  0.00204438
        5194     1.72428     1.64738  0.00204404
        5195      1.7212     1.64739  0.00204369
        5196     1.71806     1.64741  0.00204334
        5197     1.71485     1.64742  0.00204299
        5198     1.71158     1.64743  0.00204264
        5199     1.70826     1.64745  0.00204228
        5200     1.70491     1.64746  0.00204191
        5201     1.70153     1.64747  0.00204155
        5202     1.69813     1.64748  0.00204118
        5203     1.69473     1.64749  0.00204081
        5204     1.69135     1.64749  0.00204043
        5205     1.68799      1.6475  0.00204006
        5206     1.68467     1.64751  0.00203968
        5207     1.68141     1.64752  0.00203929
        5208     1.67822     1.64752  0.00203891
        5209     1.67512     1.64753  0.00203853
        5210     1.67212     1.64753  0.00203814
        5211     1.66924     1.64754  0.00203775
        5212     1.66649     1.64754  0.00203737
        5213     1.66388     1.64754  0.00203698
        5214     1.66143     1.64755  0.00203659
